Rattings,Review
5,"Hey guys I just tried this product it's simply awesome 💘 and good enough for your midi composing....  I have YouTube channel (V V MUSICAL) I just trying some keyboard covers so 26/3/2019 CSK dedication video on using this midi cable to clear digital sound recording to my psr e363 to my laptop just simple try only all the sound captured very well if you want listen then grb your headphones to watch... Don't think about much more (video) but it's helpful for you take your own time to look, I just tried to this midi cables works only so I hope you understand guys simply go for it your home studio composing to next level 🔥 sound recording....I will also do in my future keyboard cover to another studio quality records....Thank you so much Amazon for this product.."
5,"So glad I found this. I'd been buying cheap Chinese cables for a while to use with my audio interface, a Roland Quad Capture. Some of them wouldn't even turn on the interface while others would drop out intermittently. This got to a point where I was concerned that the problem was with my interface. I decided to give this a try and it's been almost a week with absolutely no problems so far. I can knock the cable around and it doesn't disconnect. Maybe a little pricey but totally worth it for me since I'd been buying a s***ty cable every other week or so anyway."
5,"When it’s amazonBasics , you need not worry. There would be reviews with 1 stars. But those would be purely coincidence . You can blindly trust the product. Build quality is good. The hubs are gold-plated. You can definitely buy them fromHere . Though the price is certainly higher from other companies . You can go for either terabyte or this."
2,This would be the last amazon basics cable for me. The cable quality is really poor compared to the high price tag. It have good quality connector at both end but fun factor is that cable quality is really cheap.I also have the same experience with amazon basics Jumber Cable
5,"I had purchased similar cable from the local shop and although it was cheaper, the quality was bad. The connector of local cable did not fit properly and hence the USB connection had issues.But, this cable had no such problems. The end USB connectors were of good quality and the USB connection once established worked seamlessly."
5,"Love this thing, it allows me to hook up my laptop to my printer and print from my bed without getting up and having to do so from my desk.  Seems very well made, have been using it regularly for the last couple of months and it is holding up fine so far."
5,"I use this product to connect my Zoom G5n Guitar Effects Pedal to my laptop. I have other cables which gave me trouble, literally nighmares, but I thought I would gamble once more to see if this one works.Happy to say, it works like a charm.From the quality perspective its really good, sturdy and indeed the value for money."
5,"I ordered this for connecting my BOSS Katana 50 guitar amplifier with my laptop. So far, there's no issues at all. The wire seems very durable and the ports are connecting very well to the devices."
4,"Great cable, just seems a little softer than other cables but it isn’t causing any problems, it is working fine and the length specified is correct.Please like the review if you found it helpful:)"
5,I used this cable for my Canon LBP900 printer. Looks sturdy enough. Will have to use for sometime and verify whether it is durable or not. But by the looks of it you can say that it has value for money.
5,I bought it for Alesis V-Drum. Although it's 5mtr in size..It provides Extreme Low Latency. It's even better than company-provided 1mtr cable.& It works Flawlessly with Usb-Powered Midi Keyboards to..  With No Latency.
5,Very decent product I got it in high price amazon.Now this is 200 less. 😒Sound quality awsome.Enough long for stage.Home recording .No delay at all. Drivers connect very well
5,"Awesome product by amazon , I use it for my printer where I have to unplug and plug back the wire 2 times a day , working flawlessly since 3-4 months , the original cable provided by canon lasted fr 8 months which was good considering frequent movement of cables that I do everyday , this product is working flawlessly , I also used TERABYTE cables they lasted 15 days each i used 2 pieces , SO go for amazon basic cable domt go for terabyte cable"
1,So much disappointed with this cable as it became so loose within just few uses and not at all worth for the price paid… really not expected this with amazon brand product !!
5,"Very good quality cable. I connected it to Yamaha Music Keyboard, as alternate to old style MIDI cable."
5,"Before i purchase Amazon basic cable for printer, i purchased 3 different company's like Terabyte,  Multybyte etc but none of the cable supports  and connect my HP 1020 Plus printer finally i decided to go for Amazon basic cable i is amazing and connects as good as default cable comes with printer. Thanks Amazon Basic"
5,Amazonbasics products are very good and reasonably priced. Works as intended .. Using it to connect my laptop to the Marantz amp USB-DAC port for audio.
5,The rubberized feel and the sturdy design is what I expected and Amazon delivered that. The connectors work great with my Yamaha keyboard. Infact the connectors are gold plated and really strong. At first when connectors seem to be loose but then I found out it is perfect works like a charms.
5,"My friend advised me to buy amazon cables only. And yes, they are very good, happy with purchase and will buy more of different types."
5,Excellent quality cable overall but USB A side might feel like loosely connected.
5,Working good for me thanks Amazon ..it's received with good quality packaging and working perfect for my keyboard Casio ctk : 7300 in ...thanks Amazon 👍
5,"Amazon Basics product always have a great quality. They might be a little expensive than cheap knock offs but it is worth investing. This cable is great, does its job perfect and I am really happy with its Quality."
5,Nice sturdy durable long cable for connecting my laptop to a printer or my laptop to my Casio musical instrument keyboard.
4,It is a printer cable I bought to connect from PC to Casio Music Keyboard as a MIDI cable. It works for me.
5,"I'm using this cable to connect my Casio CTX 870 IN to computer for FL Studio and Cake Walk. It works perfectly even at 16 ft length. Previously purchased another low quality cable, but it didn't work.Thank you amazon basics. Great cable."
5,"It is a sturdy, well-made cable offering reliable performance."
5,In my Office we are using this cable in Hp Printer and the performance is very satisfactory.
1,I am big fan of Amazon Basic Wires but this one disappointed me as it's very slim. Looks like won't last more than an year even .
5,AmazonBasics always comes with surprise. I am now become fan of AmazonBasics. This is also great product the quality is really great. I suggest this product. Don't think much and go for this product.
5,"WORTH THE MONEY PAID, NO ISSUE FOR PRINTING. PRINTER CONNECTS IMMEDIATELY"
5,HiIt's nice amazon basic usb cable for laser printer
5,EASY TO USE.WORKS FOR HP PRINTER.
5,Used it to connect my alesis drum kit to the laptop. Works well and is good for recording.
5,Bought it to connect my Blue Snowball Microphone. The cable is long and sturdy. Works really well.
5,Another good Product from amazon is so good. Go for it
5,Amazing Scanner
5,Good
5,Works perfectly fine. I used it on a project I was building in python and was able to get it to work.The program provided works only for windows. You'll have to look for separate libraries in GIThub.
1,THIS PRODUCT IS NOT COMPATIBLE WITH THE RASPBERRY PIE. It is compatible with the Arduino platform. Don't get fooled
5,Good product. Totally working. Older model.
5,Super
1,Fingerprint sensor did not work. I thought this was a cheaper. Turns out they gave a low quality product.  My first total loss of money on Amazon
5,Awesome stuff. Easy to use
5,Good one but mentioning is better that it will work good at 3.3v only
4,Very nice quality product. Helped me to complete my project.
1,This cartridge is faulty. Gives very bad printouts. Drum is definitely worn out. Go for anything other than this brand.
4,Overall good finishing and print quality also satisfactory.
4,I have like your product print quality is very good
5,Good
2,UPDATEThe converter works for CAT control when the Rx and Tx lines were interchanged .. use a adapter inbetween this and radio to cross the rx tx lines
1,Unfortunately it's nit working for me and there is no return and refund.
5,Compare to other cables...it's good fr rs232 communication... good material
5,I am used sinumerik type cnc machine .it is working nice.
1,Not working
2,"A month after receiving the wireless keyboard, the switch on the keyboard has started malfunctioning. The keyboard now works very erratically.I am unable to carry it the very long distance to the Logitech service centre in Andheri-East as I have a spinal fracture. So, to me this product has been a write off of the money spent. Logitech should not incorporate the switch on the keyboard. It is a component that is most likely to malfunction on switching it on and off every day. Can Amazon help me with a replacement?"
1,"KEY BOARD PARTIALLY STOPPED WORKING IN 15 DAYS... MANY OF THE KEYS ARE NOT WORKING ONLY MOUSE IS WORKING , WORST EXPERIENCE FOR ME AS SERVICE CENTRE IS 40KMS FROM MY PLACE NERUL TO GOREGAON ... SO FOR ME ITS LIKE AFTER GOING WITH BEST AVAILABLE KEYBOARD COMBO IM LEFT WITH MOUSE ONLY CAUSE ITS NOT PRACTICALY POSSIBLE TO GO 40KMS IN MUMBAI JUST FOR KEYBOARD ..."
5,"Great product.Pros1. On off switch on keyboard and mouse2. Caps lock indicator3. Shortcut keys like calculator sound etc4. Nano receiver5. Compartment inside mouse to hold nano receiver.6. Spill resistant,  has pockets beneath so that water that enters can drain out easily.7.Keys need very soft touch.Cons ( Not a big issue though)1. No num lock indicator2. Mouse slightly small than averageGo for it.Nice product. I got for 1499 in lightning deal."
5,"This is actually a keyboard which one longs for. Smooth and silent typing, perfect in size. Spill proof feature and the extra key rows on top are the best part of it. The keays are placed in a flat tray which has few small wholes under it to drain out the liquid, if accidentally some falls on the keyboard. Top key rows idea includes some dedicated keys for shut down, calculator, media keys etc.The mouse clicks are also very smooth and silent with an on/off button just like the keyboard, though its a bit small in size as compared to other normal sized mice. But, I think, its not a big issue, as you will get accustomed to it in a day or two.Lagfree connection and steady performance will surely win you heart very soon.Overall, a great combo. Just go for it."
1,"Clearly, there was a clarification that this is a Logitech UNIFYING technology. The reality was that it was not. The biggest problem is that it does not allow me to return the product. Only an exchange. I do not want this product since it does not have the Unifying feature. I still do not know know to return this product and I am struggling, as of now. This is a highly overpriced product."
1,"The Ordered product is different from the received one. We ordered key board with mouse, along with battries. ""Logitech MK270r Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Wireles...."". And the amazon standard packaging is aslo not there. We received simply the logitech cartoon normal taped on the both the ends, resulted broken keys in this wrong product. suggestion to the seller and the amazon, Please try to improve these. I have returned to replace the same ordereded product. let me see what they are going to send."
4,"Before saying anything, here is the list of pros and cons:Pros:1. Build Quality, Looks sturdy, and premium.2. Keyboard's keys are soft to press, good for typing.3. The range is great (About 6-7 feet in my case).4. KB and Mouse both have On/Off Key.5. The keyboard has a Caps Lock Indicator.6. The mouse has an invisible optical sensor that means more battery life.Cons:1. The mouse is so small if you compare it with other brands like Dell, HP, Lenovo2. The price is a little high.3. Battery compartment cover on KB and mouse are a little bit loose.(But it's not like they will open by themself. Not a deal-breaker)So the overall package is good and you can definitely buy it. Just remember that the mouse size is a little smaller than the regular one. So if you have a big palm like me, you have to adjust to it but you will get used to of it."
4,"I wanted a full size keyboard to carry in my laptop bag. Most compact keyboards have the layout like laptops i.e. mini arrow keys and cornered page up/down keys, which is illogical because who would buy a separate keyboard which is EXACTLY the same as the laptop's keyboard?Hence I bought this Logitech one which was at a discount in a lightning deal. The keyboard buttons are super smooth, once you press a key gently there is no friction and the key will be pressed all the way down, typing is so much fun with it. Although it is a full size keyboard, it is still a little say 10% smaller than a normal PC keyboard, hence I can easily fit it in my laptop bag.Both the mouse and keyboard use a common nano receiver, earlier I had a wireless Dell mouse and I didn't want to insert two separate usb receivers for both keyboard and mouse, this logitech combo serves that purpose perfectly.There are batteries provided in both of these but they are normal AA ones, I replaced them will Duracell AA cell immediately on unboxing.NOTE: I ALMOST RETURNED this product because I COULDN'T FIND the nano receiver initially. It was supposed to be inside the mouse, near the battery but it wasn't there, the receiver was inserted inside a corner piece of the cardboard outer box, there is no indication on the box where to find it, luckily I found it before I clicked on the final return button."
1,"I'm unable to write much about the product because I received it broken. Out of the box, One key on the keyboard was out. Clearly the packaging and handling was the issue.It wasn't packed in an Amazon package. The box was just wrapped with plastic wrap. I could see the impressions of keys on the plastic cover of keyboard. It must have been under other heavy stuff. I'm returning this!Giving 1 star because of the pathetic packaging and handling. Otherwise, the product gives a nice first impression. Quick word after 5mins usage- both keyboard and mouse look good and top-row multimedia keys work good for calculator, play/pause, volume etc. 1 con though- the mouse wheel doesn't give a nice feedback, bit greecy."
1,"I opened the package 3 days ago and initially for a few hours the keyboard and mouse worked erratically. The next day the performance became worse, to the extent that I cannot work on the keyboard or mouse at all. While typing on keyboard, the characters appear on the screen after a lag of a few seconds, and then too incomplete.Unfortunately for me, the return window is not open anymore even if I used the product for only 3 days.I used to consider Logitec a premium rand, but now I have lost faith in all Logitec products. Complete waste of money.Complete waste of money"
1,Worst keyboard ever used i thaught logitech is the best productbi can use as iam using a wired logitech mouse for more than 4years i baught it two month back on amazon sale after few days it stoped responding after some time same with the wireless mouse so i asked helpnin amazon so the help and refund returnable was for only 10days so last two days back i went to logitech service and respond is worst they replaced it with new but still am facing the same issue it stops responding after sometime even after changing the batteries
1,"DO NOT BUY this model. It was good initially, but as days progressed, keys have become hard. Only if you hit the keys hard, you will see the letter getting typed on the screen. Support? Warranty? Dont get fooled. Support phone number given in the website says ""Switched Off"". No Support or Warranty at all. Logitech fooled me big time. Ordered two for my office and both are giving me problems."
1,"I purchased this product based on amazon suggestion. Initial product delivery was in damaged condition, so I have requested replacement, they replaced the new one today on 2020-06-17, but all the keys are not functional. I have attached the keyboard test as well to show how many keys are defective.When I buy product on amazon, I trust that amazon delivers best, but this is very disappointing, I expect product should be top notch and in perfect working condition. Hope you will take care of it from the next time."
5,"Though I don't like the curvy design, but the product is working fine. No connectivity issue. Mouse is small for a big palm like me.. at first I purchased Amkette Wireless Keyboard and mouse combo which has all the functions like all the indicators and a big mouse, but the mouse had connectivity issue and I had to return that. This Logitech combo has only Caps lock indicator but is working fine. I'm satisfied with this purchase."
5,This is a very nice combo of wireless keyboard and mouse I ordered it from Amazon a few months ago and I am loving it.  Keyboard are nice and soft you will feel like that you are typing on a Laptop. The keys are very comfortable to use. The mouse is perfect with  Nice respond to the commandBoth On and off buttons are provided on both the keyboard and about and they work immediately after turning them on.There is no delay in the commands.  Go to keyboard and the mouse are active and fast to respond I love this product thanks Logitech for creating such an amazing  Logitech for creating such an amazing home combo🥰
1,"It looks good, easy to carry and sturdy... But all that is worthless if the connection to the computer (or any other device) is bad....The dongle must be in line of sight for the mouse and the keyboard, else you experience a serious amount of lag. I ve tried changing the batteries to new ones and the problem still existsThis is what disappoints me..."
1,"Does not type Upper Case K, P, D, & many letters. To type P we have to first type lowercase p and then replace that with uppercase P. Strange errors. Even after updating the software it wont become better. Updating is very difficult. The update software does not recognize that it is connected, even though it is connected. Strange keyboard of low quality. Local firms produce keyboards at cheaper price & of better quality."
1,"After Missing the USB Chord on 1st order, when I replace, it is found that the arrow key of the keyboard is displaced to very far near 'A' button without unsealed the keyboard . Do you think it will ask for a rating ?"
5,- Soft keys press like butter- long battery backup 2 years for the keyboard and 8 months for mouse daily usage 8-9 hours except for sunday I'm using the same set of the keyboard since 2014 it's my next purchase.- No lag in connectivity also you can use when you connect your television operate from sofa :)- Robust build but bit cheap plastic compare to 2014 purchased model- If you want to use for office or home this one is perfect- The mouse is very handy medium size not too big or smallI'm rating this 8.5 out of 10
1,"Logitech mk270r wireless keyboard mouse comboBought with very high expectations.1. The packaging was damaged as gou can see in image i attached.2. package seems to be already opened, batteries were already installed. One extra AA Battery installed in the mouse (not mentioned in package)3. mouse was already in ON mode with Aa battery installed.4. LEFT CTRL key was in the package  instead of being on the KB.5. ENTER key on the number pad is placed in reverse as  seen in image6. one battery installed in KB with other one and KB battery Cover lying loose in the package.7. The indicators in KB (caps lock), and mouse does not seem to light up.8. The USB RECEIVER missing from its place inside the mouse. so couldn't check whether working or not.didn't expect this from amazon. could have got the same from reliance digital delivered at almost the same price from the nearest outlet.Anyways applied for a replacement (as the product seems to be non returnable. shall update my review after i get the replacement."
1,"Decided to return the product within few minutes of receiving it, for the following reasons.1. Both keyboard and mouse were very noisy..just can't bear the taka taka noise. Not only disturbs my concentration but I do a lot of Skype meetings in WFH mode and its extremely annoying for the paticipants on other side. 2. The pictures are bit deceptive, both mouse and keyboard are small. Keyboard width is ok, but the height is too small and I felt uncomfortable to use it. Prior to this I was using Dell KM 113, soft and no noise, working fine since Jan 2016, it has extra space at the bottom row of ky to rest hands comfortably, just that i needed extra USB slot for separate mouse, hence ordered this combo set.3. Mouse came defective ot of the box, light was not working.4. This feedback for Amazon seller, they sent me the item in a huge cartoon, which could easily fit a 32"" TV or 20-30 keyboard sets, see pic. Not sure what was the reason for such a huge cartoon, waste of resources and extra burden on ligistics."
2,Buy this wireless keyboard ONLY if you are just going to use it for basic use.NEVER for any sort of gaming. Keyboard and Mouse both lags on high CPU usage or game frame rates.there is no refund only useless replacement for this.I went back to my wired keyboard and mouse within one day. This is now packed back into the box...I will probably sell it for a loss on olx...
1,"After 4 months of infrequent use, the spring under some of the keys broke down. The product boasts of warranty of three years but it wont last even 6 months. The service centre at Gurgaon doesn't have the replacement ready. It takes nearly 10-15 days to get a new replacement. Till that time, sit tight and enjoy becuase you bought logitech product. Please avoid !!"
3,"Review after 5 months of usageThe Good:The keyboard is good, strongly built, easily goes for years.It has all the keys you need, keys for volume control are really handy for me same with home, end button which are missing in my laptop.Works with Mac - Im able to use windows button as command key for (apple) mac, the Alt key as option key.It has caps lock indicator (light) which is helpful while typing the passwords.Not so good:However the keys bit hard especially when you are trying to type fast, you need to make sure that the keys are fully pressed down, otherwise some of the key may not be registered. The hard keys issue specifically happens when your finger touches the edge of the key - the key get kind of stuck between the adjacent keys. Its difficult to ensure that the fingers touch exactly in the middle of the key, its really annoying. This is happening more with windows key which Im using as command keyIf you want to really soft keyboard this may not be the option."
1,"Sometimes mouse and keyboard does not work, not expected from a company like Logitech"
5,"Even though this is not meant for Gaming, I have ended up using it. I thought we use a wireless PS4 controller so why not this. I also have a ReadGear Gaming Keyboard + Mouse combo and its started giving me issue in a year of gaming. I had to replace my ReadGear set with LG G102 Gamin Mouse and HP Gaming Keyboard K500F.This in comparison is working really well. All the Keys work fine, there are no misfires.. Its excellent. O have noticed some signal issues, for this I just make sure that the radio is connected on either side of the laptop (Not on one of the back USB Connectors)."
5,"Being a combo pack, don't expect a high quality product especially mouse.Keyboard build looks sturdy and when we type, we get some typing sound which is satisfying (this is subjective).Caps lock indicator works fine. On/off button works fine.Once I received product, I checked online if my keys are working fyn or not :D and everything is fine.Coming to Mouse, it appears with decent build quality(saying this because I have used lenovo 300(this is of solid build) earlier, on comparing logitech's mouse with Lenovo's, I observed it.).Battery, on/off button works fine. Mouse's precision is accurate and there's no lag.(even though if there's any lag, we can tweak the mouse settings).It was mentioned that battery life for keyboard is 36months and of mouse is 18months.When u turn it off while u r not using, expected battery life can be attained.Main reason I purchased this one is, I used Logitech K120 earlier, referring to its build quality, I got this one. And I needed 3 yrs warranty and good battery life with on/off buttons on both.Point to be noted : this is not a compact product. This one is a standard keyboard with all keys. So don't expect to carry it everywhere. If u need a compact one, u can go with portronics."
1,"After a firtnightly usage, with a sluggish and lagging Logitech MK270R keyboard and Mouse combo, I have thrown the KB and mouse into the dustbin. Such a badly designed product. It just literally slows down a 8 GB PC with ample storage space. Wireless connectivity to internet is getting slowed down. If I disconnect the KB and mouse from the computer, the net works normal and the mouse and keyboard  typing actions is taking ages to show up on the screen. I updated all the drivers including Logitech SPOT app. But to my dismay it has tested my patience prompting me to use the old PS/2 KB  and Moouse which are wired and work without any issues. Please don't buy this product."
5,"Great product from Logitech. Always recommend.High-quality product and is very durable, great precision.The mouse is Invisible Optic.I do both coding and gaming using this and surprisingly has a long battery life.Haven't changed the battery since purchase (before 4 months).Good for daily usage.Amazon delivery was great and arrived before the expected date."
1,"The product I got seems to be defective. The keys a wobbly, once you are typing, there is a lag.The product when I received was in a damaged package, when asked to the delivery, told he cannotdo anything about it. While typing the keys are getting missed.Not a product that I was expecting to be so cheap."
1,The keyboard and mouse stop and start functioning on a random basis.When actively typing the keyboard just freezes up or the unifying receiver stop responding and the keystrokes are completely lost.  This is a major issue when typing passwords. The same happens with the mouse pointer. The mouse pointer is jumpy or completely unresponsive and one ends up clicking unwanted things which becomes a waste of time. Contacting the logitech service center is also a complete waste of time. Think 2ice before buying it even though there might be offers on it.
1,"Within a month of use, the keys become loose and sometimes presses down on its own. With limited Service Centres (Ensure Services) and ""Great Than Thou"" attitude of Service Centre staff and Amazon ""apologetically refusing"" to do any help, I have decided to make it run as long as it dones and then buy a new one. Seems like few others buyers are facing the same issue. Anyway travelling to a service centre will cost as much as buying a new one."
4,"I'm using this for 3 days only so its a quick review.Keyboard :Overall size is adequate for usage. Key sizes are a bit shorter than a regular wired keyboard of HP or Dell is what I felt bcos of which keys are going to next key than intended. Keys are noisy while typing, sounds like a less than 500 Rs unbranded keyboard which is not good for the brand.No comments on lag or range while typingMouse : I was using MK331 Silent mouse earlier, compared to that Smaller in size, and the feel is not good also click sounds are noisy. But this is not a silent mouse so accepted. I saw a bit of lag not sure whether this is bcos of something else.Overall this is budget pack.if you can extend a bit more go for MK345 combo, it claims quiet keyboard and the mouse looks like MK331 silent mouse but nowhere its is mentioned as M331 in the site."
4,"I was actually pleasantly surprised how sturdy, robust and convenient this keyboard and mouse combo turned out to be.Pros:1. The keys are remarkably silent compared to many other keyboards2. The keys size and shape is sturdy and even the print is good which makes it super easy to operate3. Mouse is handy, small enough, big enough which makes it very friendly and reduces the chances of getting RSI4. Both keyboard and mouse have on/off toggle switches which is saving battery a lot and they last longer5. Indicator for CAPS lock comes handyCONS1. There are no indicators for Num Lock and Scroll Lock2. There is no indicator for battery levelOverallGreat value for money, if above indicators are added and keys are made slightly more silent, it will earn 5 stars on any day"
1,I have has very bad experience with the warranty section of Logitech. I talked to the number given. First you to have to keep on trying. Secondly it when you reach them and explain to them the problem faced by you then they refer you to another number which they call it as Service Centre. If that is what they wanted to do then  why not give the Service Centre number then the other number. They just do not want to avoid servicing under warranty. I have been regularly been their customer for last more than 10 years. I am facing teh same prob lem of right c lic k being not working after ab t 8 to 9 months. This I faced it earlier but did not take it up. I am very diappointed.
3,"No complaint from product, it is designed to satisfy. Great build quality and trust of Logitech.2 stars reduced for packaging. Keyboard was in box it's ok, it was protected. But mouse was randomly laying in polybag pack of Amazon. Atleast a bubble wrap or some recyclable cardboard could have been used to protect it from shock.P.S. I am a environmentalist and I hate too much packing and wasting resources but certain things cannot be avoided."
5,"My first impressions are its a Fantastic product for the price. Can't expect better than this. Excellent packaging. Superfast delivery. Keys of keyboard are soft and layout is spacious enough. Mouse is sleek and cute. Had thought it was overpriced when ordering the item but now Delighted to be using it. If price is not an issue, Go for it without hesitation."
2,This is the worst keyboard I have used. There is a flex in keyboard whenever I type keys from the middle of keyboard and it causes springy noise. The springy noise is very irritating. I will buy another keyboard mouse combo from different brand.Review update: Adding one more star since I can avoid flex in the middle and springy noise by adding rubber stopper under the middle of the keyboard.
5,"excellent product, i should have ordered this in first attempt instead of ordering MK235. anyway i did good by ordering this product. I always trust Appario  and blindly orders anything from them.Pros:1. soft and quick responsive as wired keyboard I was using -keyboard& mouse2. ergonomic keyboard , but mouse you have to adjust if you were using bigger one previously.3. nice keyboard shortcuts if you really wanna use or having any habit using them.-for me i don't remember having them on my keyboard, but it takes some time to get habituated4. silent as per my requirement , don't compare with really silent ones.cons:mouse ergonomics are actually good, but me having bigger hand, really felling much pain at wrist base.I don't really suggest this for extensive gaming, may be okay with casual gaming.overall this is after 24 hrs use and will update if anything I see in future.Adios amigo."
1,"Purchased the Logitech MK270R Full Size Wireless combo Keyboard and Mouse a few days back.  My old Microsoft Keyboard stopped working, but, Mouse is still going strong.  It was the Microsoft 800.  Dont even remember when I purchased them - it was that long.This product has a design flaw.  The Wireless Dongle which we insert into the computer or USB Hub has a very very short range.  And it has to be in the line of sight of the keyboard and mouse.  The first one I got, developed the problem the first day itself.  Waited for two more days, and as the problem seem to get worse, ordered for a replacement, assuming the particular piece was defective.Replacement arrived just now.  Exact same problem in the replacement pieces too.  The Dongles seem to be the problem.  They mouse and keyboard are working fine for a few minutes and suddenly stop responding.  If I wave the keyboard or bring it like real close to the dongle, it starts to work.  Exact same problem with the mouse.  It works when it as a distance of only 1.5 feet from the dongle.  Thankfully, could request for a refund, which I hope to get by tomorrow, as per message received.Going back to a Microsoft Wireless Combo, even if it costs much more."
1,"When you press N, it shows bn on the screen.& when you press Shift+N it shows BNNNNNN on the screen.Very bad keyboard"
3,"I had to return this due to a confusing keyboard layout.Number line right below the function keys had the numbers and special characters printed differently.Semicolon key also had the same issue.If you press Shift key to get the upper lined characters, you would actually get the lower ones.Seller should have done a quality check before sending this."
5,"Wow , was the first thing that my heart and mind felt, the moment I held the keyboard in my hand. To be very honest , keeping in consideration the selling price the product s as they say "" the value of money"" . And when I started using it for the first time , Yes , Amazon s amazing... The customer service attitude in all aspects whether that s quality of the products Amazon sells is wonderfully flawless ... and in case we sometimes return products Amazon had always been honest ...Thank you"
5,"*Palm rest , laptop Like keys,great typing experience .*In this price bracket ,there are so many options available from well established brands ,like zebronics,iball,intex etc etc .So I was sceptical about this brand ,Zinq.But i choose this product because of two major reasons  :Keys layout looks almost like a laptop keyboard .The palm rest ,which is only available in the keyboards of price 10x higher than this .After the purchase :Keys are super tactile and smooth ,too sensitive for my liking ,it will take some time to get use to it .USB port and wire are of good quality .Overall it's a great product so far . Value for money ."
4,"Lightweight keyboard. Received a good fully working product, thank you Amazon.The keys have a bit rubbery & bouncy feeling, and I found it a little uncomfortable to do fast typing with this keyboard ... after some time I am getting a discomfort on the fingertips ,,, I am taking some time to get used to the new kind of key feeedback on my fingertips.But it is a value-for-money product, not meant for the pros. You cannot expect TVS Gold - type key feedback for this price."
5,"Steps to use ₹ Rupee Symbol Download the Rupee Keyboard software to your computer from zinq website. Unzip the “Rupee_Keyboard.zip” file to any folder on your computer Double click the “Rupee Installer.exe”” from the unzipped files and follow theonscreen instructions This will install four new fonts to your computer Now, double click the “Keyboard Install.exe” from the unzipped files and wait till theinstallation is This will install a new keyboard layout in your computer Restart your computer Now you can click on the small keyboard icon on bottom right corner of the screenand enable the “Rupee Foradian Keyboard Layout” Double check that the “Rupee Foradian Keyboard Layout” is active Now you can use the key with Rupee symbol printed to type the rupee symbol byselecting the “Rupee Foradian Standard font” in the application you are using. Forexample, Word, Excel etc."
4,"Purchased two of these keyboards , and found them useful. There is one thing which I did not like and wanted to provide you all an update is that the keys are little bit slow for fast typing . When I try to type fast , the realise that the key which was pressed earlier has not come back yet or does not have too much pressure for second time typing within a fraction of seconds. I still feel this is a very good keyboard in the given price range. What could be improved is the key response time , the key should come back faster after typing a character on the keyboard. So finally I would like to say that this keyboard is not for professional or gaming purpose , however it is very much useful for regular browsing , sure ring and online classes. The build quality is good and the keyboard does not slip while working."
1,This keyboard+mouse combo has not lasted even for a month. Mouse has lost its sensitivity and the scroll has become completely unpredictable. Keyboard is also poor but the mouse undoubtedly leads the competition.Keyboard has the unique ability to type a character multiple times while the key is pressed only once. So entering a password at any website is the most challenging task.I am fed up with this typing adventure so I just plugged my old keyboard & mouse back to the PC to share this critic.Please use your money wisely and buy some longer lasting & reliable product.
5,"I have bought this for working from home. Since it is just a keyboard, I didn't do much research, the only research I have done was to find an Indian made product. Unfortunately, Indian made keyboards are very rare, so ended up buying this Chinese made product. Anyways, I am happy. The keys are smooth. The font is stylish. Could have avoided labeling the brand name in the space-bar."
1,The keyboard is very hard and the keys don't work if you are used to pressing them the normal way. The only way to use the keyboard is if you can hit the keys hard like old type writers. Very uncomfortable and almost useless.The mouse is of very cheap quality. The scroll button the middle doesn't work half the time and sometimes scrolls in opposite direction. Mouse buttons are very hard too.
